Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Mã BĐS,Địa chỉ,Giá,Mã ĐVHC
70.0,2,2,Sổ hồng,11/03/2023,21861411," Đường D6, Phường Bình Chiểu, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 770 triệu,769
109.0,3,2,Giấy tờ hợp lệ,11/03/2023,21900399," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",5 tỷ 400 triệu,778
72.0,2,2,Sổ hồng,11/03/2023,21994162," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",1 tỷ 870 triệu,765
70.0,2,2,Sổ hồng,11/03/2023,21861421," Đường D1, Phường 25, Quận Bình Thạnh, TPHCM",2 tỷ 765 triệu,765
95.0,3,2,Sổ hồng,11/03/2023,21994176," Trương Đăng Quế, Phường 3, Quận Gò Vấp, TPHCM",2 tỷ 765 triệu,764
78.0,2,2,Sổ hồng,11/03/2023,21861442," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",4 tỷ 160 triệu,771
65.0,2,2,Sổ hồng,11/03/2023,21994313," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",1 tỷ 980 triệu,767
90.0,2,2,Sổ hồng,11/03/2023,21861489," Bạch Đằng, Phường 2, Quận Tân Bình, TPHCM",3 tỷ 120 triệu,766
97.0,2,2,Sổ hồng,11/03/2023,21994403," Hậu Giang, Phường 11, Quận 6, TPHCM",2 tỷ 860 triệu,775
90.0,2,2,Sổ hồng,11/03/2023,21861509," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",5 tỷ 240 triệu,771
74.0,2,2,Sổ hồng,11/03/2023,21994408," Cộng Hòa, Phường 12, Quận Tân Bình, TPHCM",2 tỷ 130 triệu,766
52.0,2,1,Hợp đồng mua bán,11/03/2023,22049025," Lái Thiêu, Phường Lái Thiêu, Thành Phố Thuận An, Bình Dương",1 tỷ 250 triệu,725
77.0,2,2,Sổ hồng,11/03/2023,21861519," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",1 tỷ 586 triệu,767
82.0,2,2,Sổ hồng,11/03/2023,21994413," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",3 tỷ 650 triệu,773
53.0,2,1,Hợp đồng mua bán,11/03/2023,22049087," Vĩnh Phú 38, Phường Vĩnh Phú, Thành Phố Thuận An, Bình Dương",1 tỷ 250 triệu,725
75.0,2,2,Sổ hồng,11/03/2023,21862154," Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",3 tỷ 520 triệu,769
65.0,2,2,Sổ hồng,11/03/2023,21994897," Tản Đà, Phường 11, Quận 5, TPHCM",1 tỷ 670 triệu,774
74.0,2,2,Sổ hồng,11/03/2023,21995388," Cao Lỗ, Phường 4, Quận 8, TPHCM",1 tỷ 814 triệu,776
68.0,2,2,Sổ hồng,11/03/2023,21992899," Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",1 tỷ 750 triệu,769
78.0,2,2,Sổ hồng,11/03/2023,21996066," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 785 triệu,767
70.0,2,2,Sổ hồng,11/03/2023,21890392," Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TPHCM",2 tỷ 700 triệu,778
65.0,2,2,Sổ hồng,11/03/2023,21996067," Tân Hòa Đông, Phường 13, Quận 6, TPHCM",2 tỷ 45 triệu,775
96.0,3,2,Sổ hồng,11/03/2023,21861008," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",2 tỷ 850 triệu,775
57.0,2,1,Sổ hồng,11/03/2023,21996046," Lạc Long Quân, Phường 9, Quận Tân Bình, TPHCM",1 tỷ 585 triệu,766
68.0,2,2,Sổ hồng,11/03/2023,21861829," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",2 tỷ 240 triệu,765
65.0,2,2,Sổ hồng,11/03/2023,21859303," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 350 triệu,778
147.0,3,3,Sổ hồng,11/03/2023,21993664," Phú Thuận, Phường Tân Phú, Quận 7, TPHCM",3 tỷ 50 triệu,778
78.0,2,2,Sổ hồng,11/03/2023,21861494," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",4 tỷ 360 triệu,764
64.0,2,2,Sổ hồng,11/03/2023,21859553," Mai Chí Thọ, Phường Thủ Thiêm, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 330 triệu,769
96.5,2,2,Sổ hồng,11/03/2023,21995391," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",1 tỷ 950 triệu,776
68.0,2,2,Sổ hồng,11/03/2023,21859676," Vĩnh Lộc, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM",1 tỷ 362 triệu,777
87.0,2,2,Sổ hồng,11/03/2023,21996069," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",2 tỷ 120 triệu,773
81.0,3,2,Sổ hồng,11/03/2023,21859759," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",3 tỷ 870 triệu,773
73.0,2,2,Sổ hồng,11/03/2023,21463045," Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TPHCM",2 tỷ 600 triệu,778
81.0,2,2,Sổ hồng,11/03/2023,21996080," Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TPHCM",1 tỷ 835 triệu,765
68.0,2,2,Hợp đồng mua bán,11/03/2023,21974063," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",2 tỷ 700 triệu,767
59.0,2,1,Sổ hồng,11/03/2023,21859929," Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",1 tỷ 560 triệu,769
55.0,2,2,Sổ hồng,11/03/2023,21996074," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 950 triệu,778
70.0,2,2,Sổ hồng,11/03/2023,21859815," Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TPHCM",1 tỷ 650 triệu,785
82.0,2,2,Sổ hồng,11/03/2023,21996095," Hậu Giang, Phường 11, Quận 6, TPHCM",2 tỷ 110 triệu,775
69.0,2,2,Hợp đồng mua bán,11/03/2023,21956950," Lê Đức Thọ, Phường 15, Quận Gò Vấp, TPHCM",2 tỷ 800 triệu,764
99.0,3,2,Sổ hồng,11/03/2023,21859841," Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",4 tỷ 800 triệu,768
86.0,2,2,Sổ hồng,11/03/2023,21996008," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",2 tỷ 765 triệu,765
60.0,2,1,Sổ hồng,11/03/2023,21859870," Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2 (TP. Thủ Đức), TPHCM",1 tỷ 725 triệu,769
93.0,3,2,Sổ hồng,11/03/2023,21993690," Võ Văn Kiệt, Phường 6, Quận 8, TPHCM",1 tỷ 780 triệu,776
90.0,2,2,Sổ hồng,11/03/2023,22051013," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",4 tỷ 900 triệu,765
75.0,3,2,Sổ hồng,11/03/2023,21860013," Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, TPHCM",1 tỷ 855 triệu,777
93.0,2,2,Sổ hồng,11/03/2023,21993670," Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, TPHCM",2 tỷ 550 triệu,768
74.0,2,2,Hợp đồng mua bán,11/03/2023,22051025," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",3 tỷ 800 triệu,766
75.0,2,2,Sổ hồng,11/03/2023,21860026," Cộng Hòa, Phường 12, Quận Tân Bình, TPHCM",1 tỷ 795 triệu,766
100.0,3,2,Sổ hồng,11/03/2023,21993656," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",2 tỷ 370 triệu,768
76.0,2,2,Hợp đồng mua bán,11/03/2023,22051030," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",3 tỷ 800 triệu,766
69.0,2,2,Sổ hồng,11/03/2023,21996030," Nguyễn Xiển, Phường Long Bình, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 539 triệu,769
75.0,2,2,Sổ hồng,11/03/2023,21862191," Bến Vân Đồn, Phường 6, Quận 4, TPHCM",2 tỷ 650 triệu,773
83.0,3,3,Sổ hồng,11/03/2023,21993652," Phan Văn Đáng, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), TPHCM",3 tỷ 860 triệu,769
92.0,3,2,Hợp đồng mua bán,11/03/2023,21960191," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",3 tỷ 660 triệu,767
62.0,2,1,Sổ hồng,11/03/2023,21992989," Phan Chu Trinh, Phường 12, Quận Bình Thạnh, TPHCM",1 tỷ 650 triệu,765
86.0,3,2,Sổ hồng,11/03/2023,21861817," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",2 tỷ 180 triệu,765
70.0,2,2,Sổ hồng,11/03/2023,21571461," Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TPHCM",2 tỷ 650 triệu,778
75.0,2,2,Sổ hồng,11/03/2023,21992971," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1 tỷ 860 triệu,767
112.0,3,3,Sổ hồng,11/03/2023,21965800," Đường số 66, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 530 triệu,769
54.0,1,1,Sổ hồng,11/03/2023,21700353," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",2 tỷ 40 triệu,778
89.0,2,2,Sổ hồng,11/03/2023,21992950," Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",4 tỷ 215 triệu,765
78.0,2,2,Sổ hồng,11/03/2023,21965919," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",2 tỷ 862 triệu,771
89.0,2,2,Sổ hồng,11/03/2023,21992939," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",2 tỷ 765 triệu,765
75.0,2,2,Sổ hồng,11/03/2023,21965978," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1 tỷ 538 triệu,767
133.0,3,2,Hợp đồng mua bán,11/03/2023,22052753," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",8 tỷ 500 triệu,778
55.0,1,1,Sổ hồng,11/03/2023,21825471," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",2 tỷ,778
115.0,2,2,Sổ hồng,11/03/2023,21992925," Tạ Quang Bửu, Phường 5, Quận 8, TPHCM",3 tỷ 65 triệu,776
85.0,2,2,Sổ hồng,11/03/2023,21962590," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",2 tỷ 560 triệu,773
70.0,3,2,Hợp đồng mua bán,11/03/2023,21960241," Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, TPHCM",2 tỷ 150 triệu,761
78.0,2,2,Sổ hồng,11/03/2023,21992920," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 150 triệu,778
60.0,2,1,Sổ hồng,11/03/2023,21966087," Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú, TPHCM",1 tỷ 368 triệu,767
63.0,2,1,Sổ hồng,11/03/2023,21992908," Lê Quang Kim, Phường 8, Quận 8, TPHCM",1 tỷ 950 triệu,776
52.0,1,1,Sổ hồng,11/03/2023,21966125," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1 tỷ 625 triệu,767
80.0,3,2,Sổ hồng,11/03/2023,21862595," Trịnh Quang Nghị, Phường 7, Quận 8, TPHCM",1 tỷ 760 triệu,776
55.0,1,1,Hợp đồng mua bán,11/03/2023,21920302," Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 20 triệu,778
74.0,2,2,Sổ hồng,11/03/2023,21992904," Cao Lỗ, Phường 4, Quận 8, TPHCM",1 tỷ 815 triệu,776
78.0,2,2,Sổ hồng,11/03/2023,21966072," Trương Công Định, Phường 14, Quận Tân Bình, TPHCM",2 tỷ 330 triệu,766
85.0,2,2,Sổ hồng,11/03/2023,22053891," Phú Thuận, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 995 triệu,778
100.0,3,2,Sổ hồng,11/03/2023,21994131," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",3 tỷ 150 triệu,773
95.0,3,2,Sổ hồng,11/03/2023,21966135," Trương Đăng Quế, Phường 3, Quận Gò Vấp, TPHCM",2 tỷ 397 triệu,764
56.0,2,1,Không xác định,11/03/2023,22042031," Kinh Dương Vương, Phường An Lạc, Quận Bình Tân, TPHCM",1 tỷ 305 triệu,777
70.0,2,2,Sổ hồng,11/03/2023,21993991," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",1 tỷ 920 triệu,776
68.0,2,2,Sổ hồng,11/03/2023,21966184," Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 133 triệu,778
72.0,2,2,Sổ hồng,11/03/2023,21861526," Đường N1, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",2 tỷ 750 triệu,767
70.0,2,2,Sổ hồng,11/03/2023,22042012," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",1 tỷ 730 triệu,778
108.0,3,2,Sổ hồng,11/03/2023,21994063," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",4 tỷ 320 triệu,771
55.0,2,1,Sổ hồng,11/03/2023,21966370," Trương Vĩnh Ký, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",1 tỷ 390 triệu,767
65.0,2,2,Sổ hồng,11/03/2023,21861523," Lê Đức Thọ, Phường 13, Quận Gò Vấp, TPHCM",1 tỷ 674 triệu,764
84.0,2,2,Sổ hồng,11/03/2023,21859883," Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",4 tỷ 710 triệu,765
71.0,2,2,Sổ hồng,11/03/2023,22042008," Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM",1 tỷ 280 triệu,777
48.7,1,1,Sổ hồng,11/03/2023,21994056," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",1 tỷ 430 triệu,769
86.0,2,2,Sổ hồng,11/03/2023,21961951," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",1 tỷ 473 triệu,776
96.0,3,3,Sổ hồng,11/03/2023,21859781," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",3 tỷ 270 triệu,765
93.0,2,2,Không xác định,11/03/2023,22042038," Nguyễn Thượng Hiền, Phường 5, Quận Phú Nhuận, TPHCM",1 tỷ 958 triệu,768
67.0,2,2,Sổ hồng,11/03/2023,21463058," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",2 tỷ 500 triệu,778
135.0,3,2,Sổ hồng,11/03/2023,21994118," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",4 tỷ 210 triệu,778
112.0,3,2,Sổ hồng,11/03/2023,21961946," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 798 triệu,778
69.0,2,1,Không xác định,11/03/2023,22042036," Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TPHCM",1 tỷ 820 triệu,765
77.0,3,2,Hợp đồng mua bán,11/03/2023,21463386," Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, TPHCM",3 tỷ 600 triệu,785
119.0,3,2,Sổ hồng,11/03/2023,21993694," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",1 tỷ 945 triệu,786
64.0,2,2,Sổ hồng,11/03/2023,21961968," Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, TPHCM",1 tỷ 518 triệu,761
56.0,1,1,Sổ hồng,11/03/2023,21859989," Hồng Hà, Phường 2, Quận Tân Bình, TPHCM",1 tỷ 765 triệu,766
90.0,2,2,Không xác định,11/03/2023,22042041," Tôn Đản, Phường 13, Quận 4, TPHCM",1 tỷ 690 triệu,773
85.0,3,2,Không xác định,11/03/2023,21992816," Song Hành, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",3 tỷ 290 triệu,769
63.0,2,2,Sổ hồng,11/03/2023,21961982," Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",1 tỷ 875 triệu,767
86.0,2,2,Không xác định,11/03/2023,22042044," Hậu Giang, Phường 11, Quận 6, TPHCM",2 tỷ 30 triệu,775
73.0,2,2,Hợp đồng mua bán,11/03/2023,21912524," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",4 tỷ 800 triệu,771
102.0,3,2,Sổ hồng,11/03/2023,21993591," Bát Nàn, Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức), TPHCM",3 tỷ 760 triệu,769
85.0,2,2,Sổ hồng,11/03/2023,21961971," Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, TPHCM",2 tỷ 368 triệu,765
75.0,2,2,Sổ hồng,11/03/2023,21862563," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 635 triệu,778
71.0,2,2,Không xác định,11/03/2023,22042045," Đường số 20, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 645 triệu,769
55.0,1,1,Sổ hồng,11/03/2023,21489528," Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TPHCM",2 tỷ,778
76.0,2,2,Sổ hồng,11/03/2023,21993594," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",1 tỷ 875 triệu,773
80.0,3,2,Sổ hồng,11/03/2023,21961989," Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 927 triệu,769
56.0,2,2,Sổ hồng,11/03/2023,21862606," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 220 triệu,778
65.0,2,2,Không xác định,11/03/2023,22042049," Đường số 35, Phường Cát Lái, Quận 2 (TP. Thủ Đức), TPHCM",1 tỷ 628 triệu,769
73.0,2,2,Sổ hồng,11/03/2023,21581341," Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TPHCM",2 tỷ 600 triệu,778
132.0,3,3,Sổ hồng,11/03/2023,21993603," Hùng Vương, Phường 12, Quận 5, TPHCM",2 tỷ 150 triệu,774
78.0,2,2,Sổ hồng,11/03/2023,21962058," Tô Hiến Thành, Phường 14, Quận 10, TPHCM",3 tỷ 115 triệu,771
90.0,2,2,Sổ hồng,11/03/2023,21861843," Quốc Lộ 13, Phường 26, Quận Bình Thạnh, TPHCM",2 tỷ 78 triệu,765
72.0,2,2,Không xác định,11/03/2023,22042051," Võ Văn Kiệt, Phường 16, Quận 8, TPHCM",1 tỷ 455 triệu,776
115.0,2,2,Sổ hồng,11/03/2023,21995433," Tạ Quang Bửu, Phường 5, Quận 8, TPHCM",2 tỷ 765 triệu,776
70.0,2,2,Sổ hồng,11/03/2023,21962044," Cao Đạt, Phường 1, Quận 5, TPHCM",1 tỷ 750 triệu,774
65.0,2,2,Sổ hồng,11/03/2023,21861857," Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TPHCM",1 tỷ 755 triệu,765
72.0,2,2,Không xác định,11/03/2023,22042058," Quang Trung, Phường 14, Quận Gò Vấp, TPHCM",1 tỷ 475 triệu,764
86.0,2,2,Sổ hồng,11/03/2023,21996060," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 750 triệu,778
90.0,3,3,Sổ hồng,11/03/2023,21962077," Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM",1 tỷ 850 triệu,777
85.0,2,2,Sổ hồng,11/03/2023,21861867," Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, TPHCM",1 tỷ 840 triệu,765
96.0,2,2,Không xác định,11/03/2023,22042067," Bạch Đằng, Phường 2, Quận Tân Bình, TPHCM",2 tỷ 330 triệu,766
68.0,2,2,Sổ hồng,11/03/2023,21996081," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",1 tỷ 910 triệu,777
100.0,3,2,Sổ hồng,11/03/2023,21962092," Phạm Phú Thứ, Phường 11, Quận Tân Bình, TPHCM",1 tỷ 819 triệu,766
90.0,2,2,Sổ hồng,11/03/2023,21862089," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",3 tỷ 260 triệu,765
95.0,3,2,Không xác định,11/03/2023,22042064," Lý Thánh Tông, Phường Tân Thới Hòa, Quận Tân Phú, TPHCM",1 tỷ 770 triệu,767
79.0,2,2,Sổ hồng,11/03/2023,21996084," Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TPHCM",6 tỷ 350 triệu,760
73.0,2,2,Sổ hồng,11/03/2023,21962430," Võ Văn Kiệt, Phường 6, Quận 8, TPHCM",1 tỷ 743 triệu,776
68.0,2,1,Sổ hồng,11/03/2023,21861951," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",3 tỷ 150 triệu,773
82.0,2,2,Không xác định,11/03/2023,22042062," Bình Long, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM",1 tỷ 450 triệu,777
69.0,2,2,Sổ hồng,11/03/2023,21996085," An Dương Vương, Phường 16, Quận 8, TPHCM",1 tỷ 510 triệu,776
74.0,2,2,Sổ hồng,11/03/2023,21965083," Khuông Việt, Phường Phú Trung, Quận Tân Phú, TPHCM",1 tỷ 730 triệu,767
74.0,2,2,Sổ hồng,11/03/2023,21862033," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 170 triệu,778
66.0,2,2,Không xác định,11/03/2023,22042082," Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, TPHCM",1 tỷ 790 triệu,778
86.0,2,2,Sổ hồng,11/03/2023,22027372," Điện Biên Phủ, Phường 22, Quận Bình Thạnh, TPHCM",3 tỷ 650 triệu,765
100.0,3,2,Sổ hồng,11/03/2023,21996089," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",3 tỷ 20 triệu,775
81.0,2,2,Sổ hồng,11/03/2023,21965235," Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, TPHCM",1 tỷ 934 triệu,765
65.0,2,1,Sổ hồng,11/03/2023,21862140," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",2 tỷ 855 triệu,773
70.0,2,2,Không xác định,11/03/2023,22042077," Quốc Hương, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",1 tỷ 815 triệu,769
75.0,2,2,Sổ hồng,11/03/2023,22027460," Lê Đức Thọ, Phường 15, Quận Gò Vấp, TPHCM",1 tỷ 460 triệu,764
93.0,3,2,Hợp đồng mua bán,11/03/2023,21997357," Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",7 tỷ,769
57.0,1,1,Sổ hồng,11/03/2023,21992802," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",1 tỷ 770 triệu,773
106.0,3,2,Sổ hồng,11/03/2023,21962050," Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TPHCM",2 tỷ 478 triệu,778
65.0,2,1,Sổ hồng,11/03/2023,21862209," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",2 tỷ 480 triệu,773
72.0,2,2,Không xác định,11/03/2023,22042070," Tân Hóa, Phường 14, Quận 6, TPHCM",1 tỷ 615 triệu,775
75.0,2,2,Sổ hồng,11/03/2023,22027388," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",2 tỷ 350 triệu,764
67.0,2,2,Không xác định,11/03/2023,21992806," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",1 tỷ 820 triệu,765
75.0,2,2,Sổ hồng,11/03/2023,21962098," Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",1 tỷ 830 triệu,767
70.0,2,2,Không xác định,11/03/2023,22042092," Đường số 44, Phường 16, Quận 8, TPHCM",1 tỷ 280 triệu,776
75.0,2,2,Sổ hồng,11/03/2023,22041294," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",1 tỷ 865 triệu,764
135.0,3,3,Không xác định,11/03/2023,21992799," Đường số 11, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",7 tỷ 360 triệu,769
82.0,3,2,Sổ hồng,11/03/2023,21861516," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",2 tỷ 560 triệu,767
81.0,2,2,Không xác định,11/03/2023,22042089," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",1 tỷ 440 triệu,776
75.0,2,2,Sổ hồng,11/03/2023,22027419," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",1 tỷ 750 triệu,778
63.0,2,1,Sổ hồng,11/03/2023,21995398," Lê Quang Kim, Phường 8, Quận 8, TPHCM",1 tỷ 950 triệu,776
58.0,2,1,Sổ hồng,11/03/2023,21861500," Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",3 tỷ 210 triệu,770
72.0,2,2,Sổ hồng,11/03/2023,22051626," Đường số 20, Phường Hiệp Bình Chánh, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 680 triệu,769
75.0,2,2,Không xác định,11/03/2023,22042095," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",2 tỷ 940 triệu,768
51.0,1,1,Sổ hồng,11/03/2023,22027424," Cộng Hòa, Phường 4, Quận Tân Bình, TPHCM",1 tỷ 680 triệu,766
101.0,2,2,Sổ hồng,11/03/2023,21996035," Xa Lộ Hà Nội, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 420 triệu,769
80.0,3,2,Sổ hồng,11/03/2023,21862018," Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, TPHCM",2 tỷ 545 triệu,778
54.0,1,1,Sổ hồng,11/03/2023,22051620," Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 250 triệu,769
71.0,2,2,Sổ hồng,11/03/2023,22027400," Nguyễn Xí, Phường 26, Quận Bình Thạnh, TPHCM",2 tỷ 150 triệu,765
