Mã BĐS,Địa chỉ,Diện tích,Phòng ngủ,Phòng tắm,Pháp lý,Ngày đăng,Giá nhà
21067474," Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",33 m2,1,1,Sổ hồng,20/03/2023,710 triệu
22064171," Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",93 m2,3,2,Sổ đỏ,20/03/2023,2 tỷ 650 triệu
22011549," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",77 m2,2,2,Hợp đồng mua bán,20/03/2023,5 tỷ 400 triệu
22015527," Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",48 m2,2,2,Sổ hồng,20/03/2023,700 triệu
22064154," Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",93 m2,3,2,Sổ đỏ,20/03/2023,2 tỷ 650 triệu
22015525," Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",50 m2,2,2,Sổ hồng,20/03/2023,700 triệu
22015521," Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",48 m2,2,2,Sổ hồng,20/03/2023,650 triệu
22056577," Mai Chí Thọ, Phường Thủ Thiêm, Quận 2 (TP. Thủ Đức), TPHCM",120 m2,3,2,Hợp đồng mua bán,20/03/2023,9 tỷ 500 triệu
22043440," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",80 m2,2,2,Hợp đồng mua bán,20/03/2023,7 tỷ 300 triệu
22015508," Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",50 m2,2,2,Sổ hồng,20/03/2023,700 triệu
22015506," Chùa Bộc, Phường Quang Trung, Quận Đống Đa, Hà Nội",48 m2,2,2,Sổ hồng,20/03/2023,690 triệu
22007410," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",306 m2,3,4,Sổ hồng,20/03/2023,12 tỷ 500 triệu
22041670," Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, TPHCM",78 m2,3,2,Không xác định,20/03/2023,4 tỷ 200 triệu
22015500," Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",48 m2,2,2,Sổ hồng,20/03/2023,699 triệu 999 nghìn
22053718," Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM",68 m2,2,1,Hợp đồng mua bán,20/03/2023,2 tỷ 800 triệu
22007397," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",55 m2,1,1,Hợp đồng mua bán,20/03/2023,4 tỷ 100 triệu
20834787," Nguyễn Đổng Chi, Phường Tân Phú, Quận 7, TPHCM",131 m2,3,2,Sổ hồng,20/03/2023,5 tỷ 400 triệu
22041605," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",76 m2,2,1,Sổ hồng,20/03/2023,2 tỷ 849 triệu
22064788," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",91 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 800 triệu
22015498," Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",48 m2,2,2,Sổ hồng,20/03/2023,700 triệu
22064801," Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, TPHCM",106 m2,3,2,Sổ hồng,20/03/2023,5 tỷ 800 triệu
22015494," Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",50 m2,2,2,Sổ hồng,20/03/2023,700 triệu
22037360," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",53 m2,2,1,Sổ hồng,20/03/2023,2 tỷ 400 triệu
22032499," Bạch Đằng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",72 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ 500 triệu
22044551,"92 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",135 m2,3,2,Sổ đỏ,20/03/2023,8 tỷ 100 triệu
22064841," Đường số 16, Phường Tân Phú, Quận 7, TPHCM",110 m2,3,2,Sổ hồng,20/03/2023,9 tỷ
21977330," Lê Hồng Phong, Phường Điện Biên, Quận Ba Đình, Hà Nội",48 m2,2,2,Sổ hồng,20/03/2023,605 triệu
22027914," Như Nguyệt, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",53 m2,1,1,Hợp đồng mua bán,20/03/2023,3 tỷ 399 triệu
21738775," Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",45 m2,2,1,Sổ hồng,20/03/2023,630 triệu
22027886," Như Nguyệt, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng",92 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ 199 triệu
22037985," Trần Xuân Soạn, Phường Tân Hưng, Quận 7, TPHCM",128 m2,3,3,Sổ hồng,20/03/2023,2 tỷ 950 triệu
21738754," Xã Đàn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",45 m2,2,1,Sổ hồng,20/03/2023,650 triệu
22036054," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",53 m2,2,1,Sổ hồng,20/03/2023,2 tỷ 400 triệu
22027120," Võ Văn Kiệt, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",80 m2,2,2,Sổ đỏ,20/03/2023,4 tỷ 300 triệu
22037827," Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TPHCM",56 m2,2,1,Hợp đồng mua bán,20/03/2023,2 tỷ 200 triệu
22017732,"92 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",90 m2,2,2,Sổ đỏ,20/03/2023,5 tỷ 500 triệu
21735552," Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",45 m2,2,1,Sổ hồng,20/03/2023,620 triệu
22027018," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",105 m2,3,2,Hợp đồng mua bán,20/03/2023,4 tỷ 599 triệu
22037026," Tạ Quang Bửu, Phường 5, Quận 8, TPHCM",105 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 300 triệu
20491603," Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, TP.HCM",84 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 800 triệu
22066246," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",178 m2,3,2,Sổ hồng,20/03/2023,11 tỷ 999 triệu
22007461," Hoàng Sa, Phường 12, Quận 3, TPHCM",52 m2,1,1,Sổ hồng,20/03/2023,2 tỷ 900 triệu
21992900," Ngô Tất Tố, Phường 19, Quận Bình Thạnh, TPHCM",87 m2,3,2,Sổ hồng,20/03/2023,1 tỷ 950 triệu
22017353," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",210 m2,5,5,Sổ đỏ,20/03/2023,12 tỷ
21994115," Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",83 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 350 triệu
22035535," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",68 m2,2,2,Sổ đỏ,20/03/2023,3 tỷ 99 triệu
22015033," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",83 m2,2,2,Sổ đỏ,20/03/2023,3 tỷ 750 triệu
22066881," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",104 m2,3,2,Hợp đồng mua bán,20/03/2023,5 tỷ 200 triệu
22066603," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",99 m2,3,2,Sổ hồng,20/03/2023,7 tỷ 500 triệu
22035520," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",60 m2,2,1,Sổ đỏ,20/03/2023,2 tỷ 600 triệu
22014349," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",83 m2,2,2,Sổ đỏ,20/03/2023,3 tỷ 500 triệu
21994174," Bà Hom, Phường 13, Quận 6, TPHCM","51,2 m2",2,2,Sổ hồng,20/03/2023,1 tỷ 295 triệu
22013892," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",105 m2,3,2,Sổ đỏ,20/03/2023,3 tỷ 500 triệu
20458356," Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",59 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 650 triệu
22017727,"92 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",122 m2,3,2,Sổ đỏ,20/03/2023,7 tỷ
22068775," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",97 m2,3,2,Sổ hồng,20/03/2023,6 tỷ 500 triệu
22011073," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",105 m2,3,2,Sổ hồng,20/03/2023,4 tỷ
21994292," Ba Tơ, Phường 7, Quận 8, TPHCM",83 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 255 triệu
22008292," Bạch Đằng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",105 m2,2,2,Sổ đỏ,20/03/2023,7 tỷ
20422513," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",68 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 500 triệu
21566841," Nguyễn Văn Công, Phường 3, Quận Gò Vấp, TPHCM",69 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 100 triệu
22006933," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",62 m2,1,1,Sổ đỏ,20/03/2023,3 tỷ
21907380," Bình Quới, Phường 27, Quận Bình Thạnh, TPHCM",30 m2,1,1,Sổ hồng,20/03/2023,1 tỷ
22034982," Tân Lập, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",42 m2,1,1,Sổ hồng,20/03/2023,1 tỷ 400 triệu
22031533,"92 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",90 m2,2,1,Sổ đỏ,20/03/2023,4 tỷ 800 triệu
21994436," Phú Thuận, Phường Tân Phú, Quận 7, TPHCM",70 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 840 triệu
22003356," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",105 m2,3,2,Sổ đỏ,20/03/2023,4 tỷ 499 triệu
22034981," Tân Lập, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",53 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 750 triệu
21566859," Trương Đăng Quế, Phường 3, Quận Gò Vấp, TPHCM",80 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 400 triệu
21994443," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",89 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 430 triệu
22037958," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",62 m2,2,2,Sổ hồng,20/03/2023,3 tỷ
22034900," Thống Nhất, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",43 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 400 triệu
21994453," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",55 m2,1,1,Sổ hồng,20/03/2023,1 tỷ 420 triệu
21968971," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",83 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 500 triệu
22053751,"92 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",130 m2,3,2,Sổ đỏ,20/03/2023,8 tỷ
21966347," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",82 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 500 triệu
22053754," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",140 m2,3,2,Sổ đỏ,20/03/2023,8 tỷ 800 triệu
21921657," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",69 m2,2,2,Sổ hồng,20/03/2023,4 tỷ 500 triệu
21994462," Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, TPHCM",64 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 780 triệu
21946541," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",82 m2,2,2,Sổ đỏ,20/03/2023,3 tỷ 449 triệu
21961085," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",157 m2,2,2,Không xác định,20/03/2023,9 tỷ 500 triệu
21920210," Gò Cát, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",115 m2,3,3,Sổ hồng,20/03/2023,3 tỷ 950 triệu
21994467," Bình Long, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM",83 m2,3,2,Sổ hồng,20/03/2023,1 tỷ 955 triệu
21961036," Bến Vân Đồn, Phường 1, Quận 4, TPHCM",100 m2,3,2,Sổ hồng,20/03/2023,4 tỷ
22017147," Quốc Lộ 1K, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",51 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 650 triệu
21994475," Trường Chinh, Phường Tân Thới Nhất, Quận 12, TPHCM",65 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 460 triệu
22022747," Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",80 m2,2,2,Sổ hồng,20/03/2023,4 tỷ 999 triệu
22015613," Quốc Lộ 1K, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",75 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 850 triệu
21994808," Phổ Quang, Phường 2, Quận Tân Bình, TPHCM",74 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 250 triệu
22049363," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",64 m2,2,1,Sổ hồng,20/03/2023,2 tỷ 750 triệu
22022697," Bạch Đằng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",70 m2,2,2,Sổ hồng,20/03/2023,6 tỷ 500 triệu
21893347," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",52 m2,1,1,Hợp đồng mua bán,20/03/2023,1 tỷ 600 triệu
21994812," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",77 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 265 triệu
22041327," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",70 m2,2,2,Hợp đồng mua bán,20/03/2023,6 tỷ 200 triệu
21969076," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",82 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 500 triệu
22035346," Tạ Quang Bửu, Phường 5, Quận 8, TPHCM",242 m2,6,6,Sổ hồng,20/03/2023,7 tỷ 300 triệu
21877582," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",74 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 200 triệu
21994819," Hồng Hà, Phường 9, Quận Phú Nhuận, TPHCM",70 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 550 triệu
21946585," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",82 m2,2,2,Sổ đỏ,20/03/2023,3 tỷ 499 triệu
22010320," Thống Nhất, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",51 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 600 triệu
21994877," Thoại Ngọc Hầu, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",75 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 850 triệu
21814353," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",89 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 400 triệu
21975854," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",105 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 500 triệu
21994116," Phạm Hữu Lầu, Phường Dĩ An, Thành Phố Dĩ An, Bình Dương",52 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 800 triệu
21872916," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",52 m2,1,1,Không xác định,20/03/2023,1 tỷ 650 triệu
21566880," Phan Văn Trị, Phường 10, Quận Gò Vấp, TPHCM",75 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 700 triệu
21994864," Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, TPHCM",66 m2,2,1,Sổ hồng,20/03/2023,1 tỷ 650 triệu
22003333," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",83 m2,2,2,Sổ đỏ,20/03/2023,3 tỷ 699 triệu
21981217," Quốc Lộ 1K, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",51 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 700 triệu
21870042," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",106 m2,3,2,Hợp đồng mua bán,20/03/2023,2 tỷ 600 triệu
21967316," Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, TPHCM",73 m2,2,12,Sổ hồng,20/03/2023,1 tỷ 600 triệu
21994844," Phổ Quang, Phường 9, Quận Phú Nhuận, TPHCM",75 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 115 triệu
22008323," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",105 m2,3,2,Sổ đỏ,20/03/2023,4 tỷ 499 triệu
22052333," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",99 m2,2,2,Sổ hồng,20/03/2023,4 tỷ 500 triệu
21967366," Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TPHCM",80 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 960 triệu
21994427," Ngô Tất Tố, Phường 19, Quận Bình Thạnh, TPHCM",60 m2,1,1,Sổ hồng,20/03/2023,1 tỷ 535 triệu
22057725," Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM",60 m2,2,1,Hợp đồng mua bán,20/03/2023,3 tỷ
21450609," Phạm Văn Nghị, Phường Tân Phong, Quận 7, TPHCM",74 m2,3,2,Sổ hồng,20/03/2023,3 tỷ 100 triệu
22019126," Trường Sa, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",107 m2,2,2,Sổ đỏ,20/03/2023,3 tỷ 500 triệu
22052329," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",135 m2,3,2,Sổ hồng,20/03/2023,6 tỷ 900 triệu
21869425," Quốc Lộ 1K, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",51 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 700 triệu
21870008," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",62 m2,2,1,Hợp đồng mua bán,20/03/2023,1 tỷ 820 triệu
21967376," Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TPHCM",107 m2,3,2,Sổ đỏ,20/03/2023,2 tỷ 350 triệu
21994417," Lộ Tẻ, Phường Tân Tạo A, Quận Bình Tân, TPHCM",89 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 850 triệu
22057779," Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM",68 m2,2,1,Hợp đồng mua bán,20/03/2023,2 tỷ 600 triệu
22023887," Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",80 m2,2,2,Sổ đỏ,20/03/2023,5 tỷ
22052319," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",127 m2,3,2,Sổ hồng,20/03/2023,6 tỷ 900 triệu
22039779," Hoàng Diệu, Phường 6, Quận 4, TPHCM",72 m2,2,1,Sổ hồng,20/03/2023,2 tỷ 750 triệu
21947135," Nguyễn Tuân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",64 m2,2,2,Sổ đỏ,20/03/2023,3 tỷ 650 triệu
21967428," Tạ Quang Bửu, Phường 7, Quận 8, TPHCM",51 m2,1,1,Hợp đồng mua bán,20/03/2023,1 tỷ 600 triệu
22057842," Kinh Dương Vương, Phường An Lạc A, Quận Bình Tân, TPHCM",68 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 499 triệu
22025693," Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",62 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ
22052073," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",99 m2,2,2,Sổ hồng,20/03/2023,4 tỷ 500 triệu
22040100," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",99 m2,2,1,Sổ hồng,20/03/2023,4 tỷ 800 triệu
22037043," Thống Nhất, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",67 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 500 triệu
21967563," Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, TPHCM",72 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 940 triệu
22068611," Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, TPHCM",72 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 649 triệu
21994409," Tân Thành, Phường Tây Thạnh, Quận Tân Phú, TPHCM",72 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 715 triệu
22026955," Bạch Đằng, Phường Bình Thuận, Quận Hải Châu, Đà Nẵng",51 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 500 triệu
22052069," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",135 m2,3,2,Sổ hồng,20/03/2023,6 tỷ 900 triệu
22034899," Tân Lập, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",53 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 750 triệu
21854231," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",52 m2,1,1,Hợp đồng mua bán,20/03/2023,1 tỷ 600 triệu
21994405," Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, TPHCM",74 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 830 triệu
20684721," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",68 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 700 triệu
22026989," Võ Nguyên Giáp, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",60 m2,2,2,Hợp đồng mua bán,20/03/2023,3 tỷ 999 triệu
22052065," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",127 m2,3,2,Sổ hồng,20/03/2023,6 tỷ 900 triệu
22032195," Thống Nhất, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",48 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 500 triệu
20682545," Dương Thị Giang, Phường Tân Thới Nhất, Quận 12, TPHCM",74 m2,2,2,Hợp đồng mua bán,20/03/2023,2 tỷ 100 triệu
22028684," Như Nguyệt, Phường Thuận Phước, Quận Hải Châu, Đà Nẵng","76,3 m2",2,2,Hợp đồng mua bán,20/03/2023,4 tỷ 799 triệu
22052062," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",110 m2,3,2,Sổ hồng,20/03/2023,5 tỷ 900 triệu
22030901," Quốc Lộ 1K, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",56 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 800 triệu
21854224," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",74 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 70 triệu
22053527," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",74 m2,2,2,Sổ hồng,20/03/2023,2 tỷ 840 triệu
21994395," Bến Vân Đồn, Phường 12, Quận 4, TPHCM",88 m2,2,2,Sổ hồng,20/03/2023,3 tỷ 560 triệu
22034026," Phạm Kiệt, Phường Khuê Mỹ, Quận Ngũ Hành Sơn, Đà Nẵng",62 m2,1,1,Hợp đồng mua bán,20/03/2023,3 tỷ
22052060," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",110 m2,3,2,Sổ hồng,20/03/2023,6 tỷ 100 triệu
22061797," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",97 m2,2,2,Sổ hồng,20/03/2023,7 tỷ 100 triệu
21881175," Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",92 m2,2,2,Sổ hồng,20/03/2023,6 tỷ 800 triệu
22027890," Tân Lập, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",53 m2,2,2,Sổ hồng,20/03/2023,1 tỷ 700 triệu
21623559," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",62 m2,2,1,Hợp đồng mua bán,20/03/2023,1 tỷ 900 triệu
22033602," Phạm Văn Đồng, Phường Phước Mỹ, Quận Sơn Trà, Đà Nẵng",60 m2,2,2,Hợp đồng mua bán,20/03/2023,4 tỷ
21911332," Đường số 9A, Xã Bình Hưng, Huyện Bình Chánh, TPHCM",76 m2,3,2,Hợp đồng mua bán,20/03/2023,3 tỷ 500 triệu
22052053," Đường số 17, Phường Tân Phú, Quận 7, TPHCM",110 m2,3,2,Sổ hồng,20/03/2023,6 tỷ 500 triệu
22027885," Thống Nhất, Phường Đông Hòa, Thành Phố Dĩ An, Bình Dương",51 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 600 triệu
22053517," Mai Chí Thọ, Phường Bình Khánh, Quận 2 (TP. Thủ Đức), TPHCM",68 m2,2,2,Hợp đồng mua bán,20/03/2023,1 tỷ 950 triệu
20680329," Âu Cơ, Phường Tân Thành, Quận Tân Phú, TPHCM",80 m2,3,2,Sổ hồng,20/03/2023,2 tỷ 650 triệu
